date,ten_years_rate,three_years_rate
2003/5/6,3.788,1.888
2003/5/7,3.678,1.816
2003/5/8,3.454,1.829
2003/5/9,3.682,1.819
2003/5/12,3.639,1.797
2003/5/13,3.608,1.796
2003/5/14,3.523,1.717
2003/5/15,3.533,1.79
2003/5/16,3.421,1.646
2003/5/19,3.488,1.677
2003/5/20,3.357,1.607
2003/5/21,3.399,1.678
2003/5/22,3.316,1.655
2003/5/23,3.335,1.641
2003/5/27,3.418,1.629
2003/5/28,3.426,1.636
2003/5/29,3.337,1.587
2003/5/30,3.373,1.573
2003/6/2,3.412,1.566
2003/6/3,3.332,1.48
2003/6/4,3.295,1.488
2003/6/5,3.345,1.488
2003/6/6,3.354,1.501
2003/6/9,3.279,1.427
2003/6/10,3.193,1.409
2003/6/11,3.213,1.402
2003/6/12,3.166,1.342
2003/6/13,3.116,1.321
2003/6/16,3.174,1.417
2003/6/17,3.264,1.542
2003/6/18,3.364,1.548
2003/6/19,3.341,1.471
2003/6/20,3.367,1.484
2003/6/23,3.313,1.435
2003/6/24,3.252,1.377
2003/6/25,3.405,1.556
2003/6/26,3.547,1.683
2003/6/27,3.545,1.656
2003/6/30,3.516,1.599
2003/7/1,3.55,1.614
2003/7/2,3.537,1.583
2003/7/3,3.655,1.63
2003/7/7,3.736,1.711
2003/7/8,3.719,1.719
2003/7/9,3.683,1.691
2003/7/10,3.655,1.645
2003/7/11,3.629,1.6
2003/7/14,3.725,1.679
2003/7/15,3.982,1.862
2003/7/16,3.921,1.826
2003/7/17,3.923,1.839
2003/7/18,4.002,1.891
2003/7/21,4.21,2.086
2003/7/22,4.125,2.028
2003/7/23,4.107,1.938
2003/7/24,4.167,1.982
2003/7/25,4.178,1.933
2003/7/28,4.285,2.073
2003/7/29,4.441,2.201
2003/7/30,4.309,2.179
2003/7/31,4.41,2.169
2003/8/1,4.39,2.2
2003/8/4,4.29,2.091
2003/8/5,4.4,2.546
2003/8/6,4.27,2.44
2003/8/7,4.18,2.364
2003/8/8,4.27,2.269
2003/8/11,4.36,2.299
2003/8/12,4.43,2.342
2003/8/13,4.56,2.452
2003/8/14,4.46,2.375
2003/8/15,4.53,2.454
2003/8/18,4.46,2.424
2003/8/19,4.37,2.318
2003/8/20,4.44,2.408
2003/8/21,4.48,2.505
2003/8/22,4.48,2.513
2003/8/25,4.53,2.559
2003/8/26,4.48,2.501
2003/8/27,4.54,2.583
2003/8/28,4.42,2.457
2003/8/29,4.47,2.499
2003/9/1,4.458,2.496
2003/9/2,4.61,2.61
2003/9/3,4.6,2.58
2003/9/4,4.51,2.465
2003/9/5,4.35,2.268
2003/9/8,4.43,2.346
2003/9/9,4.36,2.249
2003/9/10,4.27,2.166
2003/9/11,4.32,2.248
2003/9/12,4.25,2.146
2003/9/15,4.27,2.115
2003/9/16,4.28,2.109
2003/9/17,4.18,2.098
2003/9/18,4.16,2.111
2003/9/19,4.16,2.145
2003/9/22,4.21,2.184
2003/9/23,4.21,2.13
2003/9/24,4.14,2.082
2003/9/25,4.09,2.065
2003/9/26,4,1.965
2003/9/29,4.08,2.02
2003/9/30,3.94,1.868
2003/10/1,3.934,1.859
2003/10/2,3.996,1.894
2003/10/3,4.2,2.093
2003/10/6,4.172,2.06
2003/10/7,4.261,2.109
2003/10/8,4.239,2.082
2003/10/9,4.294,2.112
2003/10/10,4.255,2.088
2003/10/13,4.269,2.101
2003/10/14,4.347,2.164
2003/10/15,4.401,2.233
2003/10/16,4.462,2.393
2003/10/17,4.394,2.331
2003/10/20,4.387,2.33
2003/10/21,4.346,2.305
2003/10/22,4.254,2.22
2003/10/23,4.318,2.281
2003/10/24,4.251,2.187
2003/10/27,4.277,2.234
2003/10/28,4.179,2.126
2003/10/29,4.304,2.228
2003/10/30,4.348,2.299
2003/10/31,4.297,2.248
2003/11/3,4.344,2.3
2003/11/4,4.299,2.275
2003/11/5,4.354,2.355
2003/11/6,4.412,2.414
2003/11/7,4.441,2.467
2003/11/10,4.444,2.627
2003/11/11,4.43,2.627
2003/11/12,4.402,2.6
2003/11/13,4.273,2.454
2003/11/14,4.223,2.36
2003/11/17,4.198,2.329
2003/11/18,4.146,2.301
2003/11/19,4.239,2.408
2003/11/20,4.157,2.321
2003/11/21,4.162,2.353
2003/11/24,4.232,2.433
2003/11/25,4.187,2.384
2003/11/26,4.249,2.463
2003/11/28,4.334,2.558
2003/12/1,4.386,2.614
2003/12/2,4.381,2.603
2003/12/3,4.403,2.598
2003/12/4,4.367,2.573
2003/12/5,4.234,2.42
2003/12/8,4.271,2.447
2003/12/9,4.354,2.509
2003/12/10,4.319,2.451
2003/12/11,4.236,2.322
2003/12/12,4.242,2.339
2003/12/15,4.259,2.356
2003/12/16,4.215,2.315
2003/12/17,4.184,2.324
2003/12/18,4.128,2.303
2003/12/19,4.136,2.302
2003/12/22,4.172,2.34
2003/12/23,4.261,2.408
2003/12/24,4.186,2.31
2003/12/26,4.153,2.267
2003/12/29,4.244,2.321
2003/12/30,4.26,2.311
2003/12/31,4.253,2.304
2004/1/1,4.253,2.304
2004/1/2,4.374,2.421
2004/1/5,4.38,2.379
2004/1/6,4.274,2.289
2004/1/7,4.245,2.262
2004/1/8,4.269,2.274
2004/1/9,4.084,2.081
2004/1/12,4.09,2.034
2004/1/13,4.015,1.998
2004/1/14,3.996,2.009
2004/1/15,3.974,2.037
2004/1/16,4.029,2.028
2004/1/20,4.063,2.093
2004/1/21,4.024,2.073
2004/1/22,3.966,2.031
2004/1/23,4.09,2.005
2004/1/26,4.133,2.109
2004/1/27,4.087,2.102
2004/1/28,4.192,2.057
2004/1/29,4.183,2.26
2004/1/30,4.134,2.211
2004/2/2,4.147,2.205
2004/2/3,4.099,2.17
2004/2/4,4.12,2.164
2004/2/5,4.169,2.189
2004/2/6,4.081,2.156
2004/2/9,4.06,2.137
2004/2/10,4.116,2.141
2004/2/11,4.029,2.206
2004/2/12,4.075,2.232
2004/2/13,4.053,2.161
2004/2/17,4.04,2.114
2004/2/18,4.058,2.145
2004/2/19,4.036,2.176
2004/2/20,4.106,2.185
2004/2/23,4.039,2.179
2004/2/24,4.031,2.138
2004/2/25,4.015,2.132
2004/2/26,4.04,2.146
2004/2/27,3.972,2.162
2004/3/1,3.975,2.088
2004/3/2,4.056,2.113
2004/3/3,4.054,2.195
2004/3/4,4.023,2.167
2004/3/5,3.855,1.946
2004/3/8,3.77,1.92
2004/3/9,3.725,1.868
2004/3/10,3.731,1.887
2004/3/11,3.712,1.84
2004/3/12,3.787,1.851
2004/3/15,3.766,1.875
2004/3/16,3.683,1.849
2004/3/17,3.717,1.83
2004/3/18,3.752,1.873
2004/3/19,3.773,1.911
2004/3/22,3.724,1.877
2004/3/23,3.694,1.863
2004/3/24,3.713,1.849
2004/3/25,3.743,1.854
2004/3/26,3.837,1.87
2004/3/29,3.892,1.964
2004/3/30,3.896,1.961
2004/3/31,3.837,1.938
2004/4/1,3.89,1.941
2004/4/2,4.145,1.996
2004/4/5,4.216,2.264
2004/4/6,4.149,2.252
2004/4/7,4.165,2.241
2004/4/8,4.193,2.275
2004/4/12,4.23,2.292
2004/4/13,4.354,2.335
2004/4/14,4.366,2.436
2004/4/15,4.4,2.476
2004/4/16,4.344,2.425
2004/4/19,4.386,2.419
2004/4/20,4.467,2.498
2004/4/21,4.431,2.573
2004/4/22,4.387,2.556
2004/4/23,4.468,2.551
2004/4/26,4.448,2.683
2004/4/27,4.385,2.625
2004/4/28,4.502,2.625
2004/4/29,4.54,2.681
2004/4/30,4.51,2.739
2004/5/3,4.502,2.751
2004/5/4,4.567,2.686
2004/5/5,4.588,2.719
2004/5/6,4.602,2.785
2004/5/7,4.775,2.824
2004/5/10,4.801,3.045
2004/5/11,4.748,3.036
2004/5/12,4.822,3.17
2004/5/13,4.864,3.197
2004/5/14,4.772,3.145
2004/5/17,4.695,3.062
2004/5/18,4.732,3.073
2004/5/19,4.776,3.114
2004/5/20,4.708,3.097
2004/5/21,4.76,3.077
2004/5/24,4.734,3.136
2004/5/25,4.728,3.105
2004/5/26,4.665,3.051
2004/5/27,4.608,2.983
2004/5/28,4.665,2.983
2004/6/1,4.703,3.058
2004/6/2,4.75,3.122
2004/6/3,4.722,3.133
2004/6/4,4.774,3.13
2004/6/7,4.763,3.178
2004/6/8,4.768,3.169
2004/6/9,4.808,3.226
2004/6/10,4.801,3.271
2004/6/14,4.876,3.294
2004/6/15,4.684,3.204
2004/6/16,4.724,3.221
2004/6/17,4.684,3.224
2004/6/18,4.718,3.202
2004/6/21,4.686,3.212
2004/6/22,4.721,3.221
2004/6/23,4.7,3.204
2004/6/24,4.654,3.121
2004/6/25,4.652,3.138
2004/6/28,4.737,3.143
2004/6/29,4.689,3.216
2004/6/30,4.583,3.078
2004/7/1,4.569,3.023
2004/7/2,4.46,2.838
2004/7/6,4.476,2.893
2004/7/7,4.478,2.909
2004/7/8,4.476,2.891
2004/7/9,4.46,2.893
2004/7/12,4.449,2.876
2004/7/13,4.472,2.893
2004/7/14,4.486,2.896
2004/7/15,4.484,2.961
2004/7/16,4.355,2.849
2004/7/19,4.361,2.854
2004/7/20,4.45,2.854
2004/7/21,4.47,2.978
2004/7/22,4.452,2.999
2004/7/23,4.432,2.994
2004/7/26,4.489,2.998
2004/7/27,4.619,3.018
2004/7/28,4.589,3.109
2004/7/29,4.579,3.083
2004/7/30,4.491,3.006
2004/8/2,4.453,2.947
2004/8/3,4.429,2.962
2004/8/4,4.423,2.941
2004/8/5,4.404,2.935
2004/8/6,4.227,2.641
2004/8/9,4.264,2.702
2004/8/10,4.291,2.837
2004/8/11,4.279,2.909
2004/8/12,4.258,2.887
2004/8/13,4.232,2.822
2004/8/16,4.263,2.84
2004/8/17,4.192,2.79
2004/8/18,4.231,2.744
2004/8/19,4.264,2.777
2004/8/20,4.291,2.761
2004/8/23,4.279,2.821
2004/8/24,4.258,2.833
2004/8/25,4.232,2.813
2004/8/26,4.263,2.811
2004/8/27,4.192,2.808
2004/8/30,4.231,2.797
2004/8/31,4.24,2.708
2004/9/1,4.117,2.689
2004/9/2,4.217,2.711
2004/9/3,4.289,2.738
2004/9/7,4.24,2.881
2004/9/8,4.164,2.786
2004/9/9,4.197,2.755
2004/9/10,4.189,2.752
2004/9/13,4.141,2.789
2004/9/14,4.128,2.758
2004/9/15,4.166,2.766
2004/9/16,4.078,2.705
2004/9/17,4.112,2.693
2004/9/20,4.06,2.718
2004/9/21,4.047,2.724
2004/9/22,3.984,2.727
2004/9/23,4.022,2.699
2004/9/24,4.033,2.781
2004/9/27,3.995,2.786
2004/9/28,4.006,2.749
2004/9/29,4.09,2.761
2004/9/30,4.123,2.815
2004/10/1,4.189,2.849
2004/10/4,4.166,2.878
2004/10/5,4.173,2.878
2004/10/6,4.226,2.887
2004/10/7,4.246,2.936
2004/10/8,4.129,2.827
2004/10/11,4.138,2.839
2004/10/12,4.103,2.775
2004/10/13,4.059,2.729
2004/10/14,4.024,2.694
2004/10/15,4.063,2.694
2004/10/18,4.045,2.755
2004/10/19,4.036,2.761
2004/10/20,3.984,2.729
2004/10/21,4.007,2.706
2004/10/22,3.978,2.743
2004/10/25,3.976,2.697
2004/10/26,4.001,2.711
2004/10/27,4.085,2.726
2004/10/28,4.054,2.781
2004/10/29,4.029,2.758
2004/11/1,4.072,2.761
2004/11/2,4.054,2.776
2004/11/3,4.079,2.761
2004/11/4,4.077,2.776
2004/11/5,4.177,2.811
2004/11/8,4.222,2.971
2004/11/9,4.23,3.058
2004/11/10,4.247,3.074
2004/11/11,4.251,3.116
2004/11/12,4.186,3.071
2004/11/15,4.192,3.074
2004/11/16,4.209,3.107
2004/11/17,4.129,3.055
2004/11/18,4.117,3.085
2004/11/19,4.205,3.055
2004/11/22,4.184,3.155
2004/11/23,4.188,3.147
2004/11/24,4.203,3.178
2004/11/26,4.234,3.209
2004/11/29,4.322,3.228
2004/11/30,4.355,3.251
2004/12/1,4.369,3.223
2004/12/2,4.416,3.257
2004/12/3,4.256,3.128
2004/12/6,4.228,3.145
2004/12/7,4.226,3.148
2004/12/8,4.12,3.098
2004/12/9,4.176,3.078
2004/12/10,4.155,3.098
2004/12/13,4.153,3.124
2004/12/14,4.128,3.141
2004/12/15,4.078,3.107
2004/12/16,4.187,3.11
2004/12/17,4.203,3.172
2004/12/20,4.185,3.181
2004/12/21,4.168,3.193
2004/12/22,4.201,3.181
2004/12/23,4.218,3.173
2004/12/27,4.302,3.176
2004/12/28,4.296,3.228
2004/12/29,4.324,3.254
2004/12/30,4.259,3.243
2004/12/31,4.222,3.224
2005/1/3,4.216,3.25
2005/1/4,4.295,3.372
2005/1/5,4.287,3.366
2005/1/6,4.263,3.32
2005/1/7,4.275,3.356
2005/1/10,4.273,3.377
2005/1/11,4.244,3.371
2005/1/12,4.238,3.366
2005/1/13,4.167,3.316
2005/1/14,4.22,3.391
2005/1/18,4.193,3.388
2005/1/19,4.175,3.377
2005/1/20,4.171,3.345
2005/1/21,4.144,3.301
2005/1/24,4.124,3.334
2005/1/25,4.2,3.373
2005/1/26,4.2,3.403
2005/1/27,4.228,3.418
2005/1/28,4.146,3.378
2005/1/31,4.132,3.402
2005/2/1,4.144,3.408
2005/2/2,4.145,3.439
2005/2/3,4.169,3.472
2005/2/4,4.083,3.422
2005/2/7,4.056,3.429
2005/2/8,4.023,3.432
2005/2/9,3.986,3.375
2005/2/10,4.091,3.441
2005/2/11,4.092,3.48
2005/2/14,4.077,3.505
2005/2/15,4.102,3.505
2005/2/16,4.16,3.569
2005/2/17,4.185,3.544
2005/2/18,4.264,3.609
2005/2/22,4.291,3.615
2005/2/23,4.271,3.626
2005/2/24,4.289,3.674
2005/2/25,4.27,3.672
2005/2/28,4.381,3.766
2005/3/1,4.371,3.757
2005/3/2,4.381,3.744
2005/3/3,4.383,3.752
2005/3/4,4.315,3.731
2005/3/7,4.314,3.751
2005/3/8,4.397,3.794
2005/3/9,4.528,3.863
2005/3/10,4.469,3.875
2005/3/11,4.546,3.928
2005/3/14,4.514,3.934
2005/3/15,4.551,3.952
2005/3/16,4.508,3.912
2005/3/17,4.468,3.869
2005/3/18,4.511,3.899
2005/3/21,4.527,3.905
2005/3/22,4.647,4.028
2005/3/23,4.588,4.026
2005/3/24,4.599,4.057
2005/3/28,4.644,4.072
2005/3/29,4.581,4.026
2005/3/30,4.552,4.012
2005/3/31,4.488,3.931
2005/4/1,4.451,3.888
2005/4/4,4.462,3.877
2005/4/5,4.472,3.886
2005/4/6,4.426,3.834
2005/4/7,4.488,3.884
2005/4/8,4.474,3.897
2005/4/11,4.438,3.877
2005/4/12,4.358,3.824
2005/4/13,4.366,3.798
2005/4/14,4.314,3.69
2005/4/15,4.247,3.635
2005/4/18,4.274,3.676
2005/4/19,4.217,3.629
2005/4/20,4.191,3.606
2005/4/21,4.302,3.736
2005/4/22,4.251,3.704
2005/4/25,4.255,3.734
2005/4/26,4.271,3.753
2005/4/27,4.229,3.714
2005/4/28,4.148,3.622
2005/4/29,4.2,3.713
2005/5/2,4.194,3.686
2005/5/3,4.17,3.692
2005/5/4,4.192,3.684
2005/5/5,4.158,3.621
2005/5/6,4.264,3.799
2005/5/9,4.288,3.827
2005/5/10,4.204,3.743
2005/5/11,4.206,3.786
2005/5/12,4.176,3.753
2005/5/13,4.121,3.7
2005/5/16,4.135,3.708
2005/5/17,4.121,3.703
2005/5/18,4.094,3.694
2005/5/19,4.119,3.741
2005/5/20,4.127,3.772
2005/5/23,4.062,3.716
2005/5/24,4.031,3.683
2005/5/25,4.09,3.699
2005/5/26,4.084,3.708
2005/5/27,4.071,3.71
2005/5/31,3.987,3.631
2005/6/1,3.89,3.533
2005/6/2,3.913,3.575
2005/6/3,3.981,3.631
2005/6/6,3.956,3.625
2005/6/7,3.907,3.605
2005/6/8,3.939,3.647
2005/6/9,3.952,3.667
2005/6/10,4.055,3.749
2005/6/13,4.094,3.761
2005/6/14,4.113,3.758
2005/6/15,4.111,3.772
2005/6/16,4.071,3.735
2005/6/17,4.076,3.755
2005/6/20,4.117,3.786
2005/6/21,4.047,3.737
2005/6/22,3.946,3.643
2005/6/23,3.957,3.654
2005/6/24,3.925,3.611
2005/6/27,3.907,3.611
2005/6/28,3.974,3.688
2005/6/29,3.988,3.688
2005/6/30,3.921,3.653
2005/7/1,4.055,3.778
2005/7/5,4.111,3.821
2005/7/6,4.074,3.801
2005/7/7,4.068,3.76
2005/7/8,4.099,3.813
2005/7/11,4.099,3.831
2005/7/12,4.148,3.883
2005/7/13,4.162,3.875
2005/7/14,4.181,3.892
2005/7/15,4.171,3.913
2005/7/18,4.226,3.943
2005/7/19,4.185,3.917
2005/7/20,4.16,3.917
2005/7/21,4.282,4.003
2005/7/22,4.222,3.962
2005/7/25,4.25,3.992
2005/7/26,4.228,3.986
2005/7/27,4.262,4.031
2005/7/28,4.193,3.984
2005/7/29,4.282,4.065
2005/8/1,4.316,4.081
2005/8/2,4.34,4.093
2005/8/3,4.296,4.063
2005/8/4,4.316,4.085
2005/8/5,4.392,4.164
2005/8/8,4.426,4.226
2005/8/9,4.392,4.178
2005/8/10,4.396,4.187
2005/8/11,4.328,4.131
2005/8/12,4.25,4.08
2005/8/15,4.287,4.125
2005/8/16,4.213,4.049
2005/8/17,4.273,4.097
2005/8/18,4.206,4.032
2005/8/19,4.211,4.055
2005/8/22,4.211,4.043
2005/8/23,4.184,4.012
2005/8/24,4.171,4.004
2005/8/25,4.161,4.02
2005/8/26,4.192,4.079
2005/8/29,4.174,4.068
2005/8/30,4.094,3.952
2005/8/31,4.014,3.825
2005/9/1,4.035,3.758
2005/9/2,4.044,3.793
2005/9/6,4.101,3.84
2005/9/7,4.141,3.877
2005/9/8,4.147,3.894
2005/9/9,4.124,3.89
2005/9/12,4.176,3.93
2005/9/13,4.133,3.875
2005/9/14,4.17,3.898
2005/9/15,4.217,3.926
2005/9/16,4.279,4.006
2005/9/19,4.253,3.954
2005/9/20,4.244,4.003
2005/9/21,4.17,3.928
2005/9/22,4.187,3.959
2005/9/23,4.251,4.031
2005/9/26,4.296,4.074
2005/9/27,4.285,4.086
2005/9/28,4.259,4.086
2005/9/29,4.304,4.138
2005/9/30,4.332,4.17
2005/10/3,4.387,4.22
2005/10/4,4.371,4.214
2005/10/5,4.346,4.191
2005/10/6,4.395,4.223
2005/10/7,4.362,4.197
2005/10/10,4.362,4.197
2005/10/11,4.395,4.238
2005/10/12,4.445,4.259
2005/10/13,4.467,4.268
2005/10/14,4.481,4.295
2005/10/17,4.499,4.313
2005/10/18,4.477,4.286
2005/10/19,4.469,4.28
2005/10/20,4.435,4.254
2005/10/21,4.392,4.23
2005/10/24,4.448,4.278
2005/10/25,4.54,4.374
2005/10/26,4.589,4.41
2005/10/27,4.554,4.378
2005/10/28,4.569,4.408
2005/10/31,4.557,4.403
2005/11/1,4.569,4.433
2005/11/2,4.61,4.452
2005/11/3,4.653,4.494
2005/11/4,4.663,4.511
2005/11/7,4.628,4.493
2005/11/8,4.559,4.438
2005/11/9,4.645,4.535
2005/11/10,4.562,4.465
2005/11/11,4.579,4.465
2005/11/14,4.61,4.524
2005/11/15,4.563,4.493
2005/11/16,4.478,4.411
2005/11/17,4.465,4.389
2005/11/18,4.496,4.411
2005/11/21,4.463,4.4
2005/11/22,4.431,4.332
2005/11/23,4.478,4.352
2005/11/25,4.435,4.321
2005/11/28,4.41,4.32
2005/11/29,4.482,4.397
2005/11/30,4.49,4.417
2005/12/1,4.519,4.434
2005/12/2,4.515,4.434
2005/12/5,4.575,4.471
2005/12/6,4.488,4.403
2005/12/7,4.517,4.417
2005/12/8,4.468,4.363
2005/12/9,4.533,4.426
2005/12/12,4.553,4.452
2005/12/13,4.525,4.411
2005/12/14,4.464,4.362
2005/12/15,4.462,4.371
2005/12/16,4.439,4.353
2005/12/19,4.446,4.368
2005/12/20,4.466,4.4
2005/12/21,4.496,4.435
2005/12/22,4.435,4.379
2005/12/23,4.376,4.33
2005/12/27,4.344,4.312
2005/12/28,4.38,4.335
2005/12/29,4.36,4.341
2005/12/30,4.395,4.376
2006/1/3,4.37,4.315
2006/1/4,4.348,4.279
2006/1/5,4.358,4.291
2006/1/6,4.383,4.32
2006/1/9,4.373,4.314
2006/1/10,4.43,4.367
2006/1/11,4.458,4.397
2006/1/12,4.408,4.346
2006/1/13,4.357,4.29
2006/1/17,4.33,4.29
2006/1/18,4.338,4.281
2006/1/19,4.377,4.325
2006/1/20,4.355,4.304
2006/1/23,4.361,4.307
2006/1/24,4.394,4.334
2006/1/25,4.481,4.412
2006/1/26,4.525,4.445
2006/1/27,4.515,4.466
2006/1/30,4.531,4.478
2006/1/31,4.519,4.487
2006/2/1,4.561,4.548
2006/2/2,4.563,4.551
2006/2/3,4.529,4.542
2006/2/6,4.547,4.579
2006/2/7,4.571,4.573
2006/2/8,4.591,4.613
2006/2/9,4.549,4.616
2006/2/10,4.59,4.661
2006/2/13,4.585,4.649
2006/2/14,4.612,4.675
2006/2/15,4.6,4.669
2006/2/16,4.588,4.669
2006/2/17,4.539,4.641
2006/2/21,4.571,4.676
2006/2/22,4.527,4.65
2006/2/23,4.563,4.699
2006/2/24,4.577,4.708
2006/2/27,4.594,4.713
2006/2/28,4.557,4.662
2006/3/1,4.589,4.685
2006/3/2,4.632,4.708
2006/3/3,4.684,4.749
2006/3/6,4.754,4.784
2006/3/7,4.728,4.784
2006/3/8,4.732,4.773
2006/3/9,4.73,4.773
2006/3/10,4.763,4.802
2006/3/13,4.773,4.806
2006/3/14,4.698,4.707
2006/3/15,4.731,4.719
2006/3/16,4.648,4.626
2006/3/17,4.676,4.635
2006/3/20,4.662,4.632
2006/3/21,4.725,4.714
2006/3/22,4.705,4.708
2006/3/23,4.737,4.749
2006/3/24,4.675,4.671
2006/3/27,4.709,4.706
2006/3/28,4.794,4.797
2006/3/29,4.808,4.809
2006/3/30,4.861,4.845
2006/3/31,4.853,4.828
2006/4/3,4.866,4.849
2006/4/4,4.868,4.82
2006/4/5,4.847,4.796
2006/4/6,4.901,4.835
2006/4/7,4.986,4.911
2006/4/10,4.957,4.884
2006/4/11,4.924,4.858
2006/4/12,4.982,4.915
2006/4/13,5.053,4.964
2006/4/17,5.009,4.911
2006/4/18,4.987,4.848
2006/4/19,5.028,4.866
2006/4/20,5.047,4.903
2006/4/21,5.016,4.907
2006/4/24,4.985,4.874
2006/4/25,5.073,4.941
2006/4/26,5.111,4.99
2006/4/27,5.073,4.905
2006/4/28,5.057,4.873
2006/5/1,5.143,4.964
2006/5/2,5.114,4.934
